role,city,salary_min,salary_max,skills,experience,description,industry,posting_date,month
Data Science Manager,Gurgaon,10.5,17.5,Process automationData analysisSASAnalyticaldata visualizationBusiness intelligenceAnalyticsSQL,7,Process automationData analysisSASAnalyticaldata visualizationBusiness intelligenceAnalyticsSQL,IT,2026-02-15,Feb
Data Science - Trainer,Gurgaon,4.5,8.0,Data SciencePytorchArtificial IntelligenceMachine LearningDeep LearningTensorflowIntelligenceMachine,3,Data SciencePytorchArtificial IntelligenceMachine LearningDeep LearningTensorflowIntelligenceMachine,IT,2026-02-15,Feb
Data Science Lead,Mumbai,13.5,22.5,C++data scienceLinuxGCPdevopsAgileNatural language processingWindows,9,C++data scienceLinuxGCPdevopsAgileNatural language processingWindows,IT,2026-02-15,Feb
Data Science Lead,Hyderabad,6.0,10.0,Career developmentData analysisdata scienceMachine learningData qualityForecastingAnalyticsRecruitment,4,Career developmentData analysisdata scienceMachine learningData qualityForecastingAnalyticsRecruitment,IT,2026-02-15,Feb
Data Science Analyst,Hyderabad,9.0,15.0,Operations researchdata scienceAviationAnalyticalMachine learningData collectionScrumMonitoring,6,Operations researchdata scienceAviationAnalyticalMachine learningData collectionScrumMonitoring,IT,2026-01-15,Jan
Business & Data Science Analyst,Other,9.0,15.0,Product engineeringProject managementAnalyticalBusiness analyticsConsultingBillingBusiness intelligenceForecasting,6,Product engineeringProject managementAnalyticalBusiness analyticsConsultingBillingBusiness intelligenceForecasting,IT,2026-02-15,Feb
Senior Software Engineer - Data Science,Bangalore,6.0,10.0,deep learningStatistical analysisdata scienceNeural networksTime series analysisMachine learningProgrammingSQL,4,deep learningStatistical analysisdata scienceNeural networksTime series analysisMachine learningProgrammingSQL,IT,2026-02-15,Feb
Lead Data Scientist / Data Science - Manager | GeakMinds | Chennai,Chennai,15.0,25.0,AutomationSimulationAnalyticalArtificial IntelligenceMachine learningAgile methodologyBusiness intelligenceForecasting,10,AutomationSimulationAnalyticalArtificial IntelligenceMachine learningAgile methodologyBusiness intelligenceForecasting,IT,2026-02-15,Feb
Lead Data Science,Mumbai,9.0,15.0,Operations researchSalesdata scienceAnalyticalMachine learningProgrammingResearchStatistics,6,Operations researchSalesdata scienceAnalyticalMachine learningProgrammingResearchStatistics,IT,2026-02-15,Feb
Intern – Computer Science/ Data Analyst,Gurgaon,19.5,32.5,GISSANPrototypedata scienceData managementSOCMachine learningMaya,13,GISSANPrototypedata scienceData managementSOCMachine learningMaya,IT,2026-02-15,Feb
AI and Data Science Engineer,Bangalore,6.0,10.0,Decision TreeNatural Language ProcessingNeural NetworksRandom ForestData SciencePredictive ModelingpythonLogistic Regression,4,Decision TreeNatural Language ProcessingNeural NetworksRandom ForestData SciencePredictive ModelingpythonLogistic Regression,IT,2026-02-15,Feb
Senior Digital Innovation Engineer - Data Science,Chennai,9.0,15.0,Computer scienceC++Medical imagingDicomdata scienceFormulationMachine learningHealthcare,6,Computer scienceC++Medical imagingDicomdata scienceFormulationMachine learningHealthcare,IT,2026-02-15,Feb
Senior Software Engineer - Data Science,Mumbai,13.5,22.5,Career developmentTalent acquisitionSocial mediaIntellectual propertyMachine learningmarket dataStakeholder managementOpen source,9,Career developmentTalent acquisitionSocial mediaIntellectual propertyMachine learningmarket dataStakeholder managementOpen source,IT,2026-02-15,Feb
Delivery Manager Data Science Operations,Bangalore,12.0,20.0,PysparkBigqueryBig DataDataprocPythonVertexSqoopData Flow,8,PysparkBigqueryBig DataDataprocPythonVertexSqoopData Flow,IT,2026-02-15,Feb
Data Science Trainer,Bangalore,4.0,8.0,deep learningdata scienceStaffingAnalyticalMachine learningProgrammingData miningbig data,2,deep learningdata scienceStaffingAnalyticalMachine learningProgrammingData miningbig data,IT,2026-02-15,Feb
Data Science Specialist,Bangalore,4.0,8.0,Computer scienceData analysisAnalyticalArtificial IntelligenceMachine learningJavascriptAnalyticsSQL,2,Computer scienceData analysisAnalyticalArtificial IntelligenceMachine learningJavascriptAnalyticsSQL,IT,2026-02-15,Feb
"Manager Data Science, Fintech",Bangalore,6.0,10.0,Natural Language ProcessingLLMlarge language modelData Sciencegenerative ai servicesArtificial IntelligenceProcessingProcess,4,Natural Language ProcessingLLMlarge language modelData Sciencegenerative ai servicesArtificial IntelligenceProcessingProcess,IT,2026-02-15,Feb
Data Science Manager,Bangalore,7.5,12.5,pythonhealthcareData SciencePatient CareHealthcare AnalyticsPower BihealthData Visualization,5,pythonhealthcareData SciencePatient CareHealthcare AnalyticsPower BihealthData Visualization,IT,2026-02-15,Feb
Manager - Data Science,Bangalore,4.0,8.0,Web technologiesdata scienceNeural networksMachine learningjenkinsCalculusPythonmicroservices,2,Web technologiesdata scienceNeural networksMachine learningjenkinsCalculusPythonmicroservices,IT,2026-02-15,Feb
Data Science Professional,Bangalore,18.0,30.0,IT SkillsData ScienceCloudBig DataSupply chain managementNetworkingArtificial IntelligenceMachine learning,12,IT SkillsData ScienceCloudBig DataSupply chain managementNetworkingArtificial IntelligenceMachine learning,IT,2026-02-15,Feb
Data Science Manager,Hyderabad,9.0,15.0,Interpersonal skillsStatistical analysisdata scienceHadoopApacheOpen sourceData miningbig data,6,Interpersonal skillsStatistical analysisdata scienceHadoopApacheOpen sourceData miningbig data,IT,2026-02-15,Feb
Project Manager | Data Science | Machine Learning,Other,4.5,8.0,Computer scienceAutomationGITLinuxdata scienceAnalyticalDebuggingMachine learning,3,Computer scienceAutomationGITLinuxdata scienceAnalyticalDebuggingMachine learning,IT,2026-02-15,Feb
Senior Manager- Data Science,Chennai,4.0,8.0,Cloud computingOperations researchData managementData modelingAnalyticalData miningBusiness intelligenceInformation technology,2,Cloud computingOperations researchData managementData modelingAnalyticalData miningBusiness intelligenceInformation technology,IT,2026-02-15,Feb
Data Science - Manager/ Senior Associate,Hyderabad,9.0,15.0,SLMNatural Language Processinglarge language modelsDeep LearningPythonTensorflowPytorchnamed entity recognition,6,SLMNatural Language Processinglarge language modelsDeep LearningPythonTensorflowPytorchnamed entity recognition,IT,2026-02-15,Feb
Data Science Developer,Other,4.0,8.0,Web technologiesdata scienceNeural networksMachine learningjenkinsCalculusPythonmicroservices,2,Web technologiesdata scienceNeural networksMachine learningjenkinsCalculusPythonmicroservices,IT,2026-02-15,Feb
"Sr. Product Manager, Data Science, AI Framework",Other,19.5,32.5,Computer sciencePower houseWeb servicesdata sciencePeople management skillsFinanceCloudResearch,13,Computer sciencePower houseWeb servicesdata sciencePeople management skillsFinanceCloudResearch,IT,2026-02-15,Feb
Data Science and Analytics Lead || WFO || C2H,Bangalore,18.0,30.0,Business processTelecomSASMachine learningAlgorithm developmentHealthcareOpen sourceData mining,12,Business processTelecomSASMachine learningAlgorithm developmentHealthcareOpen sourceData mining,IT,2026-02-15,Feb
Data science with Statistics Professional,Bangalore,7.5,12.5,Machine LearningDeep Learningdata scienceStatistical Modelingdata visualizationPredictive ModelingStreamlining Operationsalgorithms,5,Machine LearningDeep Learningdata scienceStatistical Modelingdata visualizationPredictive ModelingStreamlining Operationsalgorithms,IT,2026-02-15,Feb
"Data Science Engineer, SMAI",Hyderabad,22.5,37.5,Business processTelecomSASMachine learningAlgorithm developmentHealthcareOpen sourceData mining,15,Business processTelecomSASMachine learningAlgorithm developmentHealthcareOpen sourceData mining,IT,2026-02-15,Feb
"Data Science Engineer - NLP, LLM, and Generative AI Services",Bangalore,4.0,8.0,Usagedata sciencePredictive modelingBusiness solutionsRevenue generationTestingModelingTraining,2,Usagedata sciencePredictive modelingBusiness solutionsRevenue generationTestingModelingTraining,IT,2026-02-15,Feb
Data Science Engineer,Hyderabad,18.0,30.0,Cloud computingData analysisSASData modelingPHPPerlApacheData mining,12,Cloud computingData analysisSASData modelingPHPPerlApacheData mining,IT,2026-02-15,Feb
Data Science Engineer 1,Pune,6.0,10.0,data scienceDjangoMachine learningAgileOpen sourceData miningForecastingAutomotive,4,data scienceDjangoMachine learningAgileOpen sourceData miningForecastingAutomotive,IT,2026-02-15,Feb
Data Science Engineer,Pune,12.0,20.0,IT servicesText miningData analysisdata scienceRFSimulationData miningLicensing,8,IT servicesText miningData analysisdata scienceRFSimulationData miningLicensing,IT,2026-02-15,Feb
BigData/Data Science Engineer,Pune,15.0,25.0,IT servicesText miningData analysisdata scienceRFSimulationData miningLicensing,10,IT servicesText miningData analysisdata scienceRFSimulationData miningLicensing,IT,2026-02-15,Feb
Data Science Engineer,Other,15.0,25.0,Data Science Managersciencedatamanagementdata science,10,Data Science Managersciencedatamanagementdata science,IT,2026-02-15,Feb
Software Engineer - Data Science,Mumbai,12.0,20.0,Water treatmentC++data scienceAnalyticalData miningCosmosMATLABAnalytics,8,Water treatmentC++data scienceAnalyticalData miningCosmosMATLABAnalytics,IT,2026-02-15,Feb
Data Science Engineer,Pune,10.5,17.5,GISdata scienceHadoopSupply chain solutionsManager TechnologyManagementPentahoAnalytics,7,GISdata scienceHadoopSupply chain solutionsManager TechnologyManagementPentahoAnalytics,IT,2026-02-15,Feb
Data Science Engineer 1,Pune,4.5,8.0,Analytical skillsTechnical trainingQuality standardsPDFdata scienceMachine learningProgrammingPredictive analytics,3,Analytical skillsTechnical trainingQuality standardsPDFdata scienceMachine learningProgrammingPredictive analytics,IT,2026-02-15,Feb
"Tech Manager, Data Science",Pune,9.0,15.0,NoSQLStatistical analysisRDBMSMISAnalyticalMachine learningBusiness intelligenceEconometrics,6,NoSQLStatistical analysisRDBMSMISAnalyticalMachine learningBusiness intelligenceEconometrics,IT,2026-02-15,Feb
Manager Data Science,Hyderabad,6.0,10.0,Computer visiondeep learningPDFdata scienceGCPCloudDeploymentJPEG,4,Computer visiondeep learningPDFdata scienceGCPCloudDeploymentJPEG,IT,2026-02-15,Feb
"Data Science Trainer | Kharadi ,Pune",Pune,6.0,10.0,RDBMSDatabase designMySQLStored proceduresTest casesOracleBusiness intelligenceInformation technology,4,RDBMSDatabase designMySQLStored proceduresTest casesOracleBusiness intelligenceInformation technology,IT,2026-02-15,Feb
Manager Data Science,Hyderabad,6.0,10.0,IT servicesdata scienceWeb applicationMachine learningAgileScrumSOWOpen source,4,IT servicesdata scienceWeb applicationMachine learningAgileScrumSOWOpen source,IT,2026-02-15,Feb
Data Science Trainer,Chandigarh,16.5,27.5,Analytical skillsNoSQLdata scienceProject managementBusiness analyticsAnalyticalcloud storagedata visualization,11,Analytical skillsNoSQLdata scienceProject managementBusiness analyticsAnalyticalcloud storagedata visualization,IT,2026-02-15,Feb
Associate Vice President - Data Science,Mumbai,10.5,17.5,Solution designStatistical modelingdata scienceMachine learningData processingConsultancyStatisticsAnalytics,7,Solution designStatistical modelingdata scienceMachine learningData processingConsultancyStatisticsAnalytics,IT,2026-02-15,Feb
Data Science Manager,Other,4.0,8.0,Computer visionPrototypeCodingQuality systemsMySQLDebuggingMachine learningPredictive modeling,2,Computer visionPrototypeCodingQuality systemsMySQLDebuggingMachine learningPredictive modeling,IT,2026-02-15,Feb
Data Science Manager,Hyderabad,7.5,12.5,Automationdata scienceBusiness analyticsConsultingManagement consultingRisk managementIT operationsInformation technology,5,Automationdata scienceBusiness analyticsConsultingManagement consultingRisk managementIT operationsInformation technology,IT,2026-02-15,Feb
Data Science Manager,Hyderabad,10.5,17.5,Computer sciencedeep learningsparkArtificial IntelligenceIntellectual propertyMachine learningResearchOpen source,7,Computer sciencedeep learningsparkArtificial IntelligenceIntellectual propertyMachine learningResearchOpen source,IT,2026-02-15,Feb
Data Science Manager,Hyderabad,12.0,20.0,IT servicesText miningData analysisRFSimulationNetwork analysisData miningLicensing,8,IT servicesText miningData analysisRFSimulationNetwork analysisData miningLicensing,IT,2026-02-15,Feb
Data Science Lead,Chennai,10.5,17.5,Supply chainComputer scienceAnalyticalArtificial IntelligenceMachine learningEngineering ManagerNatural language processingForecasting,7,Supply chainComputer scienceAnalyticalArtificial IntelligenceMachine learningEngineering ManagerNatural language processingForecasting,IT,2026-02-15,Feb
"Assistant Manager, Data Science",Mumbai,10.5,17.5,AutomationData analysisLinuxData managementCodingXMLJSONSQL,7,AutomationData analysisLinuxData managementCodingXMLJSONSQL,IT,2026-02-15,Feb
Data Science Trainer,Other,9.0,15.0,data scienceProject leadershipStaffingPredictive analyticsAnalyticstext analyticsScienceData,6,data scienceProject leadershipStaffingPredictive analyticsAnalyticstext analyticsScienceData,IT,2026-02-15,Feb
Data Science Manager,Other,7.5,12.5,Machine LearningData SciencePredictive ModelingNLPExcelData ScientistData AnalyticsPython,5,Machine LearningData SciencePredictive ModelingNLPExcelData ScientistData AnalyticsPython,IT,2026-02-15,Feb
Data Science Professional,Ahmedabad,9.0,15.0,Computer scienceText miningCareer developmentCodingAnalyticalMachine learningWellnessmodel development,6,Computer scienceText miningCareer developmentCodingAnalyticalMachine learningWellnessmodel development,IT,2026-02-15,Feb
Data Science Consultants,Hyderabad,22.5,37.5,databaseDatabase ManagementAWSPythonSQLAi TechniquesAIData,15,databaseDatabase ManagementAWSPythonSQLAi TechniquesAIData,IT,2026-02-15,Feb
Data Science Lead,Hyderabad,18.0,30.0,Data ScienceData VisualizationData ModelingData ArchitectureData IntegrationData AnalysisDataArchitecture,12,Data ScienceData VisualizationData ModelingData ArchitectureData IntegrationData AnalysisDataArchitecture,IT,2026-02-15,Feb
Data Science Manager,Pune,4.0,8.0,Data ScienceMachine LearningData MiningData AnalyticsPythonDataAnalyticsScience,1,Data ScienceMachine LearningData MiningData AnalyticsPythonDataAnalyticsScience,IT,2026-02-15,Feb
Data Science Manager,Kolkata,25.5,42.5,Data SciencePythonTensorflowData EngineeringData StrategyGenerative AINatural Language ProcessingKafka,17,Data SciencePythonTensorflowData EngineeringData StrategyGenerative AINatural Language ProcessingKafka,IT,2026-02-15,Feb
Data Science Professional,Hyderabad,9.0,15.0,Computer scienceText miningCareer developmentCodingAnalyticalMachine learningWellnessmodel development,6,Computer scienceText miningCareer developmentCodingAnalyticalMachine learningWellnessmodel development,IT,2026-02-15,Feb
Lead Data Science Specialist,Hyderabad,4.5,8.0,Data AnalyticsData SciencePredictive AnalyticsDataSciencePredictiveAnalytics,3,Data AnalyticsData SciencePredictive AnalyticsDataSciencePredictiveAnalytics,IT,2026-02-15,Feb
